dataset,k,dimension,trajectoryNumber,height,leafnode,radiusMean,radiusSD,fastest,,,,,,,,,,,,,,,slowest
Skin,10,2,10000,2,1.431,0.01195188,0.01267213,13,3,0,6,10,7,9,11,8,2,12,4,1,5,14,15
Skin,100,2,10000,2,1.431,0.01195188,0.01267213,14,7,10,3,9,13,6,8,2,15,12,4,11,0,5,1
Skin,1000,2,10000,2,1.431,0.01195188,0.01267213,6,14,7,10,8,9,13,2,0,15,4,12,11,5,3,1
Skin,10,2,100000,1.7272727,1.0521,0.00601751,0.01096673,13,14,15,3,7,10,11,9,4,8,0,2,12,6,1,5
Skin,100,2,100000,1.7272727,1.0521,0.00601751,0.01096673,14,13,7,10,15,8,6,9,3,12,2,0,11,4,1,5
Skin,1000,2,100000,1.7272727,1.0521,0.00601751,0.01096673,14,7,10,13,9,8,6,12,0,15,2,4,1,11,3,5
Spam,10,57,4601,2.857143,0.815,0.00884188,0.04518884,14,13,3,10,9,15,8,11,7,2,12,4,6,0,1,5
Spam,100,57,4601,2.857143,0.815,0.00884188,0.04518884,14,9,8,7,4,3,15,10,12,11,6,2,13,1,0,5
Spam,1000,57,4601,2.857143,0.815,0.00884188,0.04518884,14,9,7,8,2,10,4,6,3,13,1,15,11,12,0,5
Spam,10,2,100,6,2.1,0.20042882,0.17740542,6,3,2,7,8,5,1,0,4,14,13,11,10,15,9,12
Spam,100,2,100,6,2.1,0.20042882,0.17740542,6,3,5,13,0,14,8,10,9,15,7,12,11,4,2,1
Spam,1000,2,100,6,2.1,0.20042882,0.17740542,6,14,15,10,7,9,8,13,0,5,3,4,2,1,12,11
Spam,10,2,1000,2.4,0.96,0.0611001,0.07522151,13,9,12,8,10,4,7,14,11,2,1,5,0,3,15,6
Spam,100,2,1000,2.4,0.96,0.0611001,0.07522151,13,14,8,10,9,6,15,3,7,2,0,12,5,4,11,1
Spam,1000,2,1000,2.4,0.96,0.0611001,0.07522151,6,14,15,13,10,7,8,9,0,5,2,4,1,12,3,11
Spam,10,10,100,6,2.4,0.47491224,0.16609938,3,6,0,14,2,11,7,1,8,10,4,5,12,13,9,15
Spam,100,10,100,6,2.4,0.47491224,0.16609938,6,7,10,8,15,14,13,3,9,5,0,2,4,1,12,11
Spam,1000,10,100,6,2.4,0.47491224,0.16609938,6,10,7,8,9,14,15,5,4,0,13,3,2,1,12,11
Spam,10,10,1000,4.2,1.59,0.03336496,0.02383751,6,3,0,14,2,13,7,9,10,11,4,1,8,12,5,15
Spam,100,10,1000,4.2,1.59,0.03336496,0.02383751,14,6,7,8,13,9,15,10,2,0,3,4,12,11,1,5
Spam,1000,10,1000,4.2,1.59,0.03336496,0.02383751,6,14,7,10,8,9,15,13,4,0,2,5,1,3,12,11
Spam,10,20,100,4,1.8,0.6341118,0.21007736,3,13,11,12,0,2,1,10,7,4,9,8,5,14,6,15
Spam,100,20,100,4,1.8,0.6341118,0.21007736,6,3,13,5,0,10,7,8,9,2,4,12,1,15,14,11
Spam,1000,20,100,4,1.8,0.6341118,0.21007736,6,15,14,3,10,7,8,5,9,0,13,2,4,1,12,11
Spam,10,20,1000,3.8,1.32,0.07069502,0.05184791,3,0,6,13,14,5,15,2,4,1,12,7,8,9,11,10
Spam,100,20,1000,3.8,1.32,0.07069502,0.05184791,14,6,7,13,8,9,15,3,2,0,10,12,4,5,11,1
Spam,1000,20,1000,3.8,1.32,0.07069502,0.05184791,6,7,8,14,10,9,4,13,2,15,5,0,3,1,12,11
Spam,10,30,100,5,1.8,0.34252499,0.18563539,6,3,10,7,8,9,14,11,5,4,12,13,0,15,2,1
Spam,100,30,100,5,1.8,0.34252499,0.18563539,6,3,10,7,9,14,15,8,5,2,4,13,0,1,12,11
Spam,1000,30,100,5,1.8,0.34252499,0.18563539,6,15,10,7,14,8,3,9,13,5,4,2,0,1,12,11
Spam,10,30,1000,3.8,1.14,0.08405286,0.06760848,6,3,0,14,2,4,1,11,7,9,10,13,8,12,15,5
Spam,100,30,1000,3.8,1.14,0.08405286,0.06760848,14,6,7,8,9,13,3,15,2,11,4,1,0,12,10,5
Spam,1000,30,1000,3.8,1.14,0.08405286,0.06760848,6,7,10,8,9,14,4,2,13,15,0,5,3,1,12,11
Spam,10,40,100,5,1.8,0.34424889,0.18655288,3,6,14,2,7,0,10,1,8,9,4,11,13,12,15,5
Spam,100,40,100,5,1.8,0.34424889,0.18655288,6,3,10,15,14,13,9,7,2,8,5,4,0,1,12,11
Spam,1000,40,100,5,1.8,0.34424889,0.18655288,6,3,10,7,8,9,14,15,13,0,5,1,4,2,11,12
Spam,10,40,1000,2.6,1.02,0.09801677,0.06300207,6,3,0,14,11,7,10,9,2,1,4,8,12,13,15,5
Spam,100,40,1000,2.6,1.02,0.09801677,0.06300207,14,6,9,7,8,3,2,13,4,11,15,1,0,12,10,5
Spam,1000,40,1000,2.6,1.02,0.09801677,0.06300207,6,10,9,14,7,8,13,15,4,2,3,1,0,5,12,11
Spam,10,50,100,5,1.8,0.34301288,0.18553245,6,3,0,2,14,7,10,1,8,9,4,13,11,12,15,5
Spam,100,50,100,5,1.8,0.34301288,0.18553245,6,3,7,15,9,10,8,2,13,4,5,0,14,1,12,11
Spam,1000,50,100,5,1.8,0.34301288,0.18553245,6,3,15,8,10,14,7,9,0,1,5,4,2,13,12,11
Spam,10,50,1000,2.8,1.02,0.09743715,0.06146672,6,3,2,14,11,0,4,7,9,1,10,8,12,13,15,5
Spam,100,50,1000,2.8,1.02,0.09743715,0.06146672,14,3,7,8,13,9,6,2,15,4,1,11,12,0,10,5
Spam,1000,50,1000,2.8,1.02,0.09743715,0.06146672,6,7,10,8,14,9,2,4,3,13,15,1,5,0,12,11
Spatial,10,2,1000,2,1.62,0.011,0.0153,15,13,14,10,11,4,7,9,12,8,3,2,0,6,1,5
Spatial,100,2,1000,2,1.62,0.011,0.0153,6,7,14,8,9,10,2,3,4,12,0,13,5,1,11,15
Spatial,1000,2,1000,2,1.62,0.011,0.0153,6,5,13,0,3,8,10,7,9,12,11,2,4,14,15,1
Spatial,10,2,5000,2,1.686,0.0099,0.0195,13,14,15,6,10,7,8,11,9,12,4,3,5,2,0,1
Spatial,100,2,5000,2,1.686,0.0099,0.0195,14,13,7,9,6,8,10,2,12,15,3,4,0,11,1,5
Spatial,1000,2,5000,2,1.686,0.0099,0.0195,14,7,9,8,10,13,6,2,4,0,1,15,12,11,5,3
Spatial,10,2,10000,1.875,1.704,0.0064,0.0106,13,14,15,3,0,2,11,6,10,1,4,7,8,9,12,5
Spatial,100,2,10000,1.875,1.704,0.0064,0.0106,14,7,6,8,10,9,15,2,13,3,12,4,1,11,0,5
Spatial,1000,2,10000,1.875,1.704,0.0064,0.0106,6,14,7,10,9,8,2,13,4,1,0,12,15,11,5,3
Spatial,10,2,50000,2,1.5942,0.0046,0.0048,13,15,14,6,2,3,1,0,10,7,11,4,9,8,12,5
Spatial,100,2,50000,2,1.5942,0.0046,0.0048,14,13,7,10,9,15,8,6,12,2,3,4,11,1,0,5
Spatial,1000,2,50000,2,1.5942,0.0046,0.0048,14,10,7,9,8,6,13,2,12,0,4,1,11,15,3,5
Spatial,10,2,100000,1.8181819,1.6002,0.0038,0.0036,13,15,14,3,6,2,7,11,4,10,9,8,0,1,12,5
Spatial,100,2,100000,1.8181819,1.6002,0.0038,0.0036,14,13,7,10,9,15,8,6,2,12,3,4,0,11,1,5
Spatial,1000,2,100000,1.8181819,1.6002,0.0038,0.0036,14,7,10,9,8,6,13,2,12,0,15,4,1,11,3,5
USCensus,10,2,1000,2,1.05,0.045771833,0.07013023,14,15,13,11,10,9,12,7,8,4,6,2,3,0,1,5
USCensus,100,2,1000,2,1.05,0.045771833,0.07013023,13,6,15,14,5,7,2,4,3,10,0,8,9,1,12,11
USCensus,1000,2,1000,2,1.05,0.045771833,0.07013023,6,13,5,14,15,7,8,10,9,0,12,2,4,3,1,11
USCensus,10,2,5000,1.8571428,0.3,0.028134469,0.069881582,13,14,15,6,3,5,0,2,7,8,1,4,11,9,10,12
USCensus,100,2,5000,1.8571428,0.3,0.028134469,0.069881582,13,6,14,15,3,5,0,10,8,9,7,12,2,11,1,4
USCensus,1000,2,5000,1.8571428,0.3,0.028134469,0.069881582,14,15,6,13,7,10,9,8,5,12,4,0,11,2,1,3
USCensus,10,2,10000,1.75,0.18,0.022970356,0.04823587,13,14,15,3,11,7,10,4,2,8,1,9,12,6,5,0
USCensus,100,2,10000,1.75,0.18,0.022970356,0.04823587,13,15,14,6,7,10,8,9,5,3,2,11,12,4,0,1
USCensus,1000,2,10000,1.75,0.18,0.022970356,0.04823587,13,15,14,6,0,7,9,8,10,5,12,2,4,11,1,3
USCensus,10,2,50000,1.6,0.0498,0.010928488,0.0300027,14,13,15,6,7,0,11,3,2,8,10,9,1,4,12,5
USCensus,100,2,50000,1.6,0.0498,0.010928488,0.0300027,13,15,14,6,7,10,9,8,0,5,12,2,3,4,11,1
USCensus,1000,2,50000,1.6,0.0498,0.010928488,0.0300027,13,14,15,6,0,10,7,9,12,8,5,2,11,4,1,3
USCensus,10,2,100000,1.5454545,0.0264,0.005479237,0.020670333,13,14,15,6,10,7,11,9,8,5,12,2,3,4,0,1
USCensus,100,2,100000,1.5454545,0.0264,0.005479237,0.020670333,13,14,15,6,7,10,8,9,5,3,2,12,0,11,4,1
USCensus,1000,2,100000,1.5454545,0.0264,0.005479237,0.020670333,13,14,15,6,0,9,7,10,8,12,2,5,1,11,4,3
USCensus,10,2,500000,1.3571428,0.0057,0.001003803,0.009732228,13,14,15,3,2,6,10,0,7,4,1,11,9,8,12,5
USCensus,100,2,500000,1.3571428,0.0057,0.001003803,0.009732228,13,15,14,6,10,0,7,8,2,9,3,4,12,1,11,5
USCensus,1000,2,500000,1.3571428,0.0057,0.001003803,0.009732228,13,14,15,6,0,7,10,8,9,12,2,4,11,1,5,3
USCensus,10,2,1000000,1.3333334,0.0029,0,0,13,14,15,3,11,0,6,4,2,12,1,7,10,8,9,5
USCensus,100,2,1000000,1.3333334,0.0029,0,0,13,14,15,6,7,10,8,9,3,0,12,2,11,4,1,5
USCensus,1000,2,1000000,1.3333334,0.0029,0,0,13,14,15,6,0,7,10,8,9,12,2,11,4,1,5,3
USCensus,10,10,1000,2.6,1.56,0.202976496,0.137782555,6,3,2,0,14,8,7,4,1,9,11,10,13,12,5,15
USCensus,100,10,1000,2.6,1.56,0.202976496,0.137782555,14,7,6,8,13,9,3,15,2,0,12,4,11,1,10,5
USCensus,1000,10,1000,2.6,1.56,0.202976496,0.137782555,6,13,10,15,7,14,8,9,0,5,2,4,1,3,12,11
USCensus,10,10,5000,2.2857144,1.404,0.135635459,0.099550135,6,14,0,3,2,13,1,11,7,8,10,12,9,4,15,5
USCensus,100,10,5000,2.2857144,1.404,0.135635459,0.099550135,14,13,7,6,8,9,10,15,3,2,12,0,11,4,1,5
USCensus,1000,10,5000,2.2857144,1.404,0.135635459,0.099550135,6,14,10,7,8,9,13,2,4,15,0,1,12,11,5,3
USCensus,10,10,10000,2.375,1.188,0.115255943,0.098502476,3,6,0,14,2,1,4,7,13,8,9,10,11,12,15,5
USCensus,100,10,10000,2.375,1.188,0.115255943,0.098502476,14,7,6,10,13,9,8,12,3,2,15,0,11,4,1,5
USCensus,1000,10,10000,2.375,1.188,0.115255943,0.098502476,14,7,6,8,10,9,13,2,12,4,0,15,1,11,3,5
USCensus,10,10,50000,2.1,0.8028,0.090307784,0.075680542,14,13,3,6,0,15,2,7,10,1,11,8,4,9,12,5
USCensus,100,10,50000,2.1,0.8028,0.090307784,0.075680542,14,7,10,13,8,6,9,3,12,2,15,0,11,4,1,5
USCensus,1000,10,50000,2.1,0.8028,0.090307784,0.075680542,7,10,8,14,9,6,12,2,4,11,0,1,13,15,3,5
USCensus,10,10,100000,2,0.6597,0.080537494,0.070873636,14,13,3,6,0,10,15,2,11,7,1,4,8,9,12,5
USCensus,100,10,100000,2,0.6597,0.080537494,0.070873636,14,10,7,8,6,13,9,12,3,15,2,0,4,11,1,5
USCensus,1000,10,100000,2,0.6597,0.080537494,0.070873636,14,7,10,8,9,13,6,12,2,15,4,11,0,1,3,5
USCensus,10,10,500000,1.7142857,0.3826,0.06022597,0.059330445,14,13,15,3,0,2,6,7,11,1,10,9,8,4,12,5
USCensus,100,10,500000,1.7142857,0.3826,0.06022597,0.059330445,14,13,7,10,8,6,9,15,12,3,2,0,4,11,1,5
USCensus,1000,10,500000,1.7142857,0.3826,0.06022597,0.059330445,7,10,8,9,12,6,2,11,4,0,1,14,3,5,13,15
USCensus,10,10,1000000,1.6,0.3031,0.052482602,0.056146521,14,13,15,3,2,0,6,10,7,1,11,8,4,9,12,5
USCensus,100,10,1000000,1.6,0.3031,0.052482602,0.056146521,14,13,15,7,10,8,6,9,12,2,3,0,4,11,1,5
USCensus,1000,10,1000000,1.6,0.3031,0.052482602,0.056146521,14,13,7,10,8,9,15,12,6,2,11,4,0,1,3,5
USCensus,10,20,1000,2.8,1.89,0.298036967,0.192011602,3,6,0,2,14,10,11,1,4,7,9,8,13,12,5,15
USCensus,100,20,1000,2.8,1.89,0.298036967,0.192011602,7,14,6,8,9,3,2,0,13,4,10,1,15,12,11,5
USCensus,1000,20,1000,2.8,1.89,0.298036967,0.192011602,6,13,10,7,8,15,14,9,5,2,0,4,1,3,12,11
USCensus,10,20,5000,2.4285715,1.398,0.222017061,0.120128638,3,6,0,14,2,1,11,4,13,7,8,10,9,12,15,5
USCensus,100,20,5000,2.4285715,1.398,0.222017061,0.120128638,14,7,8,9,6,10,3,2,0,12,13,4,11,1,15,5
USCensus,1000,20,5000,2.4285715,1.398,0.222017061,0.120128638,14,7,8,9,6,10,13,2,15,4,12,0,1,11,3,5
USCensus,10,20,10000,2.5,1.227,0.1904557,0.108328802,3,6,14,2,13,10,11,0,7,9,1,8,4,12,15,5
USCensus,100,20,10000,2.5,1.227,0.1904557,0.108328802,14,7,8,10,3,9,6,12,2,13,0,11,4,1,15,5
USCensus,1000,20,10000,2.5,1.227,0.1904557,0.108328802,14,7,8,9,10,6,2,13,12,0,4,1,15,11,3,5
USCensus,10,20,50000,2.6,0.9762,0.156513003,0.085524912,6,3,14,0,2,13,11,1,7,10,4,8,9,12,15,5
USCensus,100,20,50000,2.6,0.9762,0.156513003,0.085524912,14,7,10,8,6,3,9,12,2,13,0,4,11,15,1,5
USCensus,1000,20,50000,2.6,0.9762,0.156513003,0.085524912,14,7,10,8,9,12,6,2,13,0,4,11,1,15,3,5
USCensus,10,20,100000,2.3636363,0.8649,0.147224299,0.078755967,3,6,14,0,2,7,10,11,13,8,9,1,4,12,15,5
USCensus,100,20,100000,2.3636363,0.8649,0.147224299,0.078755967,14,7,10,8,6,9,3,12,2,13,0,4,11,15,1,5
USCensus,1000,20,100000,2.3636363,0.8649,0.147224299,0.078755967,14,7,10,8,9,12,6,2,13,0,4,11,1,15,3,5
USCensus,10,20,500000,2.2142856,0.5377,0.124022219,0.061155223,3,6,14,0,2,10,4,8,7,1,11,9,12,13,15,5
USCensus,100,20,500000,2.2142856,0.5377,0.124022219,0.061155223,10,14,7,8,9,3,6,12,2,13,0,4,11,1,15,5
USCensus,1000,20,500000,2.2142856,0.5377,0.124022219,0.061155223,7,10,14,8,9,12,6,2,13,0,11,4,1,15,3,5
USCensus,10,20,1000000,2,0.478,0.118829413,0.058350388,3,14,2,0,6,1,10,4,7,8,11,9,12,13,15,5
USCensus,100,20,1000000,2,0.478,0.118829413,0.058350388,14,10,7,8,6,3,9,12,2,13,0,4,11,15,1,5
USCensus,1000,20,1000000,2,0.478,0.118829413,0.058350388,14,7,10,8,9,12,6,2,13,0,11,4,1,15,3,5
USCensus,10,30,1000,2.8,1.86,0.342712571,0.171592351,3,6,0,2,14,11,10,4,1,7,8,9,12,13,15,5
USCensus,100,30,1000,2.8,1.86,0.342712571,0.171592351,14,7,8,9,3,6,2,13,4,10,1,0,11,15,12,5
USCensus,1000,30,1000,2.8,1.86,0.342712571,0.171592351,6,7,15,10,13,14,8,9,5,2,0,4,3,1,12,11
USCensus,10,30,5000,2.5714285,1.494,0.262554398,0.131015214,6,3,0,2,14,1,11,13,7,8,10,9,4,12,15,5
USCensus,100,30,5000,2.5714285,1.494,0.262554398,0.131015214,7,14,3,8,9,10,2,6,12,4,11,13,0,1,15,5
USCensus,1000,30,5000,2.5714285,1.494,0.262554398,0.131015214,7,14,8,9,10,6,2,13,4,1,15,0,12,3,11,5
USCensus,10,30,10000,2.375,1.263,0.238972447,0.117582372,3,6,0,2,14,1,7,4,9,8,10,13,11,12,15,5
USCensus,100,30,10000,2.375,1.263,0.238972447,0.117582372,14,7,8,10,3,9,6,12,2,13,11,0,4,1,15,5
USCensus,1000,30,10000,2.375,1.263,0.238972447,0.117582372,14,7,8,9,10,6,2,4,13,1,12,0,3,11,15,5
USCensus,10,30,50000,2.2,0.954,0.20355534,0.090078666,6,3,14,2,13,7,11,0,10,8,9,1,4,12,15,5
USCensus,100,30,50000,2.2,0.954,0.20355534,0.090078666,7,10,14,8,3,9,12,2,6,13,11,4,0,1,15,5
USCensus,1000,30,50000,2.2,0.954,0.20355534,0.090078666,7,14,10,9,8,12,2,6,4,13,11,1,0,3,15,5
USCensus,10,30,100000,2.2727273,0.9807,0.182600448,0.079947056,6,3,14,2,7,10,11,8,9,0,13,1,4,12,15,5
USCensus,100,30,100000,2.2727273,0.9807,0.182600448,0.079947056,14,7,10,8,9,3,6,12,2,13,11,4,0,1,15,5
USCensus,1000,30,100000,2.2727273,0.9807,0.182600448,0.079947056,14,7,10,8,9,12,2,6,13,4,11,1,0,15,3,5
USCensus,10,30,500000,2.142857,0.6103,0.153488068,0.067061192,3,6,2,14,0,8,4,7,1,11,10,9,13,12,15,5
USCensus,100,30,500000,2.142857,0.6103,0.153488068,0.067061192,10,14,7,8,3,9,6,2,12,13,4,11,0,1,15,5
USCensus,1000,30,500000,2.142857,0.6103,0.153488068,0.067061192,14,10,7,8,9,12,2,6,13,11,4,1,0,3,15,5
USCensus,10,30,1000000,2.2,0.5549,0.147594423,0.061967148,3,6,2,0,14,10,11,1,4,8,7,9,12,13,15,5
USCensus,100,30,1000000,2.2,0.5549,0.147594423,0.061967148,14,7,10,8,3,9,6,2,12,13,4,11,0,1,15,5
USCensus,1000,30,1000000,2.2,0.5549,0.147594423,0.061967148,7,14,10,8,9,12,2,6,4,13,1,11,0,3,15,5
USCensus,10,40,1000,2,1.89,0.35274819,0.155226537,3,6,14,2,10,1,8,11,4,0,9,7,12,13,15,5
USCensus,100,40,1000,2,1.89,0.35274819,0.155226537,14,3,7,8,9,2,13,15,6,4,1,11,0,12,10,5
USCensus,1000,40,1000,2,1.89,0.35274819,0.155226537,6,13,8,10,7,9,5,4,0,2,3,14,1,15,12,11
USCensus,10,40,5000,2.142857,1.476,0.260517729,0.126881465,3,6,0,2,14,4,9,7,13,10,8,1,12,11,15,5
USCensus,100,40,5000,2.142857,1.476,0.260517729,0.126881465,7,14,3,9,8,10,2,12,6,11,13,4,1,0,15,5
USCensus,1000,40,5000,2.142857,1.476,0.260517729,0.126881465,7,14,8,9,10,2,13,6,4,1,3,0,15,12,11,5
USCensus,10,40,10000,2.625,1.29,0.257832486,0.131473706,3,6,0,2,14,1,10,11,8,9,7,4,13,12,15,5
USCensus,100,40,10000,2.625,1.29,0.257832486,0.131473706,14,7,3,8,12,9,10,2,13,11,6,4,15,0,1,5
USCensus,1000,40,10000,2.625,1.29,0.257832486,0.131473706,14,7,9,8,10,2,13,12,1,4,6,0,3,15,11,5
USCensus,10,40,50000,2.3,1.0068,0.225782963,0.097427353,3,6,14,2,0,7,1,10,11,4,8,9,13,12,15,5
USCensus,100,40,50000,2.3,1.0068,0.225782963,0.097427353,7,14,10,8,9,3,12,2,6,11,4,13,1,0,15,5
USCensus,1000,40,50000,2.3,1.0068,0.225782963,0.097427353,7,10,14,9,8,12,2,4,11,1,13,0,3,6,15,5
USCensus,10,40,100000,2.2727273,0.9645,0.205739992,0.084949796,3,6,14,11,2,8,7,10,4,1,9,0,13,12,15,5
USCensus,100,40,100000,2.2727273,0.9645,0.205739992,0.084949796,14,7,10,8,3,9,12,2,11,6,4,13,1,0,15,5
USCensus,1000,40,100000,2.2727273,0.9645,0.205739992,0.084949796,7,14,10,8,9,12,2,4,11,1,13,0,3,6,15,5
USCensus,10,40,500000,2.357143,0.7375,0.172210389,0.067606207,3,2,14,6,0,8,10,1,7,4,9,11,12,13,15,5
USCensus,100,40,500000,2.357143,0.7375,0.172210389,0.067606207,10,14,7,3,8,9,12,2,11,4,1,13,0,6,15,5
USCensus,1000,40,500000,2.357143,0.7375,0.172210389,0.067606207,7,14,10,9,8,12,2,4,1,11,13,0,3,6,15,5
USCensus,10,40,1000000,2.2,0.6034,0.169704506,0.064714366,3,6,2,1,14,0,7,4,10,11,8,9,12,13,15,5
USCensus,100,40,1000000,2.2,0.6034,0.169704506,0.064714366,14,10,7,8,3,9,12,2,4,11,6,1,0,13,15,5
USCensus,1000,40,1000000,2.2,0.6034,0.169704506,0.064714366,14,7,10,8,9,12,2,11,1,4,13,0,3,6,15,5
USCensus,10,50,1000,2.2,1.83,0.049817016,0.022811609,6,3,14,2,4,7,8,1,9,12,13,0,15,10,11,5
USCensus,100,50,1000,2.2,1.83,0.049817016,0.022811609,14,8,3,7,9,2,13,6,15,1,4,12,0,11,10,5
USCensus,1000,50,1000,2.2,1.83,0.049817016,0.022811609,6,13,7,10,9,15,8,14,2,4,3,5,0,1,12,11
USCensus,10,50,5000,2.5714285,1.566,0.039731203,0.019085995,3,11,14,2,6,9,1,8,12,4,7,10,0,13,5,15
USCensus,100,50,5000,2.5714285,1.566,0.039731203,0.019085995,14,7,8,9,3,10,2,12,6,4,11,1,13,0,15,5
USCensus,1000,50,5000,2.5714285,1.566,0.039731203,0.019085995,14,7,9,8,10,6,2,3,4,13,1,15,0,12,11,5
USCensus,10,50,10000,2.875,1.419,0.034262022,0.017982202,3,14,10,2,1,8,7,6,11,0,9,4,12,13,15,5
USCensus,100,50,10000,2.875,1.419,0.034262022,0.017982202,14,7,8,9,3,12,10,2,6,4,11,13,1,15,0,5
USCensus,1000,50,10000,2.875,1.419,0.034262022,0.017982202,14,7,9,8,10,2,3,6,4,1,12,13,0,11,15,5
USCensus,10,50,50000,2.8,1.0854,0.030410268,0.015214537,6,3,2,14,11,7,4,9,10,1,8,12,0,13,15,5
USCensus,100,50,50000,2.8,1.0854,0.030410268,0.015214537,14,7,10,8,9,3,12,2,6,11,4,1,13,15,0,5
USCensus,1000,50,50000,2.8,1.0854,0.030410268,0.015214537,14,7,10,9,8,12,4,11,6,2,13,3,15,1,0,5
USCensus,10,50,100000,2.2727273,0.9339,0.028522049,0.014768187,3,14,2,6,9,7,10,11,8,4,1,12,13,0,15,5
USCensus,100,50,100000,2.2727273,0.9339,0.028522049,0.014768187,14,10,9,7,8,12,2,3,4,11,6,1,13,15,0,5
USCensus,1000,50,100000,2.2727273,0.9339,0.028522049,0.014768187,14,7,10,9,8,12,2,4,1,11,3,6,0,13,15,5
USCensus,10,50,500000,2.357143,0.6388,0.026071117,0.012751647,3,14,2,4,9,10,11,1,8,7,6,12,0,15,13,5
USCensus,100,50,500000,2.357143,0.6388,0.026071117,0.012751647,7,10,14,8,9,12,2,3,4,11,6,1,13,15,0,5
USCensus,1000,50,500000,2.357143,0.6388,0.026071117,0.012751647,14,10,7,9,8,12,2,4,11,1,6,13,3,0,15,5
USCensus,10,50,1000000,2.2,0.5882,0.024402324,0.012169711,14,3,2,10,11,1,8,9,4,7,6,12,0,15,13,5
USCensus,100,50,1000000,2.2,0.5882,0.024402324,0.012169711,14,7,10,8,9,3,12,2,4,6,11,1,15,13,0,5
USCensus,1000,50,1000000,2.2,0.5882,0.024402324,0.012169711,10,7,9,14,8,12,2,4,1,11,6,3,13,0,15,5